Year,J,F,M,A,M,J,J,A,S,O,N,D
1025,-2.593,-2.593,-2.593,-2.593,-2.593,-2.593,-2.593,-2.593,-2.593,-2.593,-2.593,-2.593
1026,-1.566,-1.566,-1.566,-1.566,-1.566,-1.566,-1.566,-1.566,-1.566,-1.566,-1.566,-1.566
1027,-2.159,-2.159,-2.159,-2.159,-2.159,-2.159,-2.159,-2.159,-2.159,-2.159,-2.159,-2.159
1028,-0.754,-0.754,-0.754,-0.754,-0.754,-0.754,-0.754,-0.754,-0.754,-0.754,-0.754,-0.754
1029,-0.9599999,-0.9599999,-0.9599999,-0.9599999,-0.9599999,-0.9599999,-0.9599999,-0.9599999,-0.9599999,-0.9599999,-0.9599999,-0.9599999
1030,-1.587,-1.587,-1.587,-1.587,-1.587,-1.587,-1.587,-1.587,-1.587,-1.587,-1.587,-1.587
1031,0.6780001,0.6780001,0.6780001,0.6780001,0.6780001,0.6780001,0.6780001,0.6780001,0.6780001,0.6780001,0.6780001,0.6780001
1032,-0.472,-0.472,-0.472,-0.472,-0.472,-0.472,-0.472,-0.472,-0.472,-0.472,-0.472,-0.472
1033,-1.056,-1.056,-1.056,-1.056,-1.056,-1.056,-1.056,-1.056,-1.056,-1.056,-1.056,-1.056
1034,-1.749,-1.749,-1.749,-1.749,-1.749,-1.749,-1.749,-1.749,-1.749,-1.749,-1.749,-1.749
1035,-1.023,-1.023,-1.023,-1.023,-1.023,-1.023,-1.023,-1.023,-1.023,-1.023,-1.023,-1.023
1036,-0.301,-0.301,-0.301,-0.301,-0.301,-0.301,-0.301,-0.301,-0.301,-0.301,-0.301,-0.301
1037,-0.88,-0.88,-0.88,-0.88,-0.88,-0.88,-0.88,-0.88,-0.88,-0.88,-0.88,-0.88
1038,-0.928,-0.928,-0.928,-0.928,-0.928,-0.928,-0.928,-0.928,-0.928,-0.928,-0.928,-0.928
1039,-0.683,-0.683,-0.683,-0.683,-0.683,-0.683,-0.683,-0.683,-0.683,-0.683,-0.683,-0.683
1040,-1.109,-1.109,-1.109,-1.109,-1.109,-1.109,-1.109,-1.109,-1.109,-1.109,-1.109,-1.109
1041,-2.019,-2.019,-2.019,-2.019,-2.019,-2.019,-2.019,-2.019,-2.019,-2.019,-2.019,-2.019
1042,-1.294,-1.294,-1.294,-1.294,-1.294,-1.294,-1.294,-1.294,-1.294,-1.294,-1.294,-1.294
1043,-1.713,-1.713,-1.713,-1.713,-1.713,-1.713,-1.713,-1.713,-1.713,-1.713,-1.713,-1.713
1044,-2.213,-2.213,-2.213,-2.213,-2.213,-2.213,-2.213,-2.213,-2.213,-2.213,-2.213,-2.213
1045,-2.186,-2.186,-2.186,-2.186,-2.186,-2.186,-2.186,-2.186,-2.186,-2.186,-2.186,-2.186
1046,-1.756,-1.756,-1.756,-1.756,-1.756,-1.756,-1.756,-1.756,-1.756,-1.756,-1.756,-1.756
1047,-3.155,-3.155,-3.155,-3.155,-3.155,-3.155,-3.155,-3.155,-3.155,-3.155,-3.155,-3.155
1048,-2.453,-2.453,-2.453,-2.453,-2.453,-2.453,-2.453,-2.453,-2.453,-2.453,-2.453,-2.453
1049,-1.329,-1.329,-1.329,-1.329,-1.329,-1.329,-1.329,-1.329,-1.329,-1.329,-1.329,-1.329
1050,-0.819,-0.819,-0.819,-0.819,-0.819,-0.819,-0.819,-0.819,-0.819,-0.819,-0.819,-0.819
1051,-1.285,-1.285,-1.285,-1.285,-1.285,-1.285,-1.285,-1.285,-1.285,-1.285,-1.285,-1.285
1052,-0.9699997E-01,-0.9699997E-01,-0.9699997E-01,-0.9699997E-01,-0.9699997E-01,-0.9699997E-01,-0.9699997E-01,-0.9699997E-01,-0.9699997E-01,-0.9699997E-01,-0.9699997E-01,-0.9699997E-01
1053,-0.236,-0.236,-0.236,-0.236,-0.236,-0.236,-0.236,-0.236,-0.236,-0.236,-0.236,-0.236
1054,-0.641,-0.641,-0.641,-0.641,-0.641,-0.641,-0.641,-0.641,-0.641,-0.641,-0.641,-0.641
1055,-1.57,-1.57,-1.57,-1.57,-1.57,-1.57,-1.57,-1.57,-1.57,-1.57,-1.57,-1.57
1056,-0.461,-0.461,-0.461,-0.461,-0.461,-0.461,-0.461,-0.461,-0.461,-0.461,-0.461,-0.461
1057,1.133,1.133,1.133,1.133,1.133,1.133,1.133,1.133,1.133,1.133,1.133,1.133
1058,-0.331,-0.331,-0.331,-0.331,-0.331,-0.331,-0.331,-0.331,-0.331,-0.331,-0.331,-0.331
1059,-0.9299999,-0.9299999,-0.9299999,-0.9299999,-0.9299999,-0.9299999,-0.9299999,-0.9299999,-0.9299999,-0.9299999,-0.9299999,-0.9299999
1060,-2.654,-2.654,-2.654,-2.654,-2.654,-2.654,-2.654,-2.654,-2.654,-2.654,-2.654,-2.654
1061,-2.905,-2.905,-2.905,-2.905,-2.905,-2.905,-2.905,-2.905,-2.905,-2.905,-2.905,-2.905
1062,-1.799,-1.799,-1.799,-1.799,-1.799,-1.799,-1.799,-1.799,-1.799,-1.799,-1.799,-1.799
1063,-1.677,-1.677,-1.677,-1.677,-1.677,-1.677,-1.677,-1.677,-1.677,-1.677,-1.677,-1.677
1064,-1.501,-1.501,-1.501,-1.501,-1.501,-1.501,-1.501,-1.501,-1.501,-1.501,-1.501,-1.501
1065,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174
1066,0.5139999,0.5139999,0.5139999,0.5139999,0.5139999,0.5139999,0.5139999,0.5139999,0.5139999,0.5139999,0.5139999,0.5139999
1067,0.4239999,0.4239999,0.4239999,0.4239999,0.4239999,0.4239999,0.4239999,0.4239999,0.4239999,0.4239999,0.4239999,0.4239999
1068,-1.073,-1.073,-1.073,-1.073,-1.073,-1.073,-1.073,-1.073,-1.073,-1.073,-1.073,-1.073
1069,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642
1070,0.4960001,0.4960001,0.4960001,0.4960001,0.4960001,0.4960001,0.4960001,0.4960001,0.4960001,0.4960001,0.4960001,0.4960001
1071,-1.673,-1.673,-1.673,-1.673,-1.673,-1.673,-1.673,-1.673,-1.673,-1.673,-1.673,-1.673
1072,-1.192,-1.192,-1.192,-1.192,-1.192,-1.192,-1.192,-1.192,-1.192,-1.192,-1.192,-1.192
1073,-1.029,-1.029,-1.029,-1.029,-1.029,-1.029,-1.029,-1.029,-1.029,-1.029,-1.029,-1.029
1074,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617
1075,1.689,1.689,1.689,1.689,1.689,1.689,1.689,1.689,1.689,1.689,1.689,1.689
1076,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21
1077,-0.433,-0.433,-0.433,-0.433,-0.433,-0.433,-0.433,-0.433,-0.433,-0.433,-0.433,-0.433
1078,-1.86,-1.86,-1.86,-1.86,-1.86,-1.86,-1.86,-1.86,-1.86,-1.86,-1.86,-1.86
1079, 0.7300001E-01, 0.7300001E-01, 0.7300001E-01, 0.7300001E-01, 0.7300001E-01, 0.7300001E-01, 0.7300001E-01, 0.7300001E-01, 0.7300001E-01, 0.7300001E-01, 0.7300001E-01, 0.7300001E-01
1080,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21
1081,-0.6719999,-0.6719999,-0.6719999,-0.6719999,-0.6719999,-0.6719999,-0.6719999,-0.6719999,-0.6719999,-0.6719999,-0.6719999,-0.6719999
1082,-1.479,-1.479,-1.479,-1.479,-1.479,-1.479,-1.479,-1.479,-1.479,-1.479,-1.479,-1.479
1083,-1.702,-1.702,-1.702,-1.702,-1.702,-1.702,-1.702,-1.702,-1.702,-1.702,-1.702,-1.702
1084,-1.494,-1.494,-1.494,-1.494,-1.494,-1.494,-1.494,-1.494,-1.494,-1.494,-1.494,-1.494
1085,-2.261,-2.261,-2.261,-2.261,-2.261,-2.261,-2.261,-2.261,-2.261,-2.261,-2.261,-2.261
1086,-0.251,-0.251,-0.251,-0.251,-0.251,-0.251,-0.251,-0.251,-0.251,-0.251,-0.251,-0.251
1087,1.314,1.314,1.314,1.314,1.314,1.314,1.314,1.314,1.314,1.314,1.314,1.314
1088,0.3049999,0.3049999,0.3049999,0.3049999,0.3049999,0.3049999,0.3049999,0.3049999,0.3049999,0.3049999,0.3049999,0.3049999
1089,-1.548,-1.548,-1.548,-1.548,-1.548,-1.548,-1.548,-1.548,-1.548,-1.548,-1.548,-1.548
1090,-0.6700000E-01,-0.6700000E-01,-0.6700000E-01,-0.6700000E-01,-0.6700000E-01,-0.6700000E-01,-0.6700000E-01,-0.6700000E-01,-0.6700000E-01,-0.6700000E-01,-0.6700000E-01,-0.6700000E-01
1091,0.777,0.777,0.777,0.777,0.777,0.777,0.777,0.777,0.777,0.777,0.777,0.777
1092,-1.844,-1.844,-1.844,-1.844,-1.844,-1.844,-1.844,-1.844,-1.844,-1.844,-1.844,-1.844
1093,-1.97,-1.97,-1.97,-1.97,-1.97,-1.97,-1.97,-1.97,-1.97,-1.97,-1.97,-1.97
1094,-1.352,-1.352,-1.352,-1.352,-1.352,-1.352,-1.352,-1.352,-1.352,-1.352,-1.352,-1.352
1095,1.642,1.642,1.642,1.642,1.642,1.642,1.642,1.642,1.642,1.642,1.642,1.642
1096,0.9319999,0.9319999,0.9319999,0.9319999,0.9319999,0.9319999,0.9319999,0.9319999,0.9319999,0.9319999,0.9319999,0.9319999
1097,-1.333,-1.333,-1.333,-1.333,-1.333,-1.333,-1.333,-1.333,-1.333,-1.333,-1.333,-1.333
1098, 0.1300001E-01, 0.1300001E-01, 0.1300001E-01, 0.1300001E-01, 0.1300001E-01, 0.1300001E-01, 0.1300001E-01, 0.1300001E-01, 0.1300001E-01, 0.1300001E-01, 0.1300001E-01, 0.1300001E-01
1099, 0.1300001E-01, 0.1300001E-01, 0.1300001E-01, 0.1300001E-01, 0.1300001E-01, 0.1300001E-01, 0.1300001E-01, 0.1300001E-01, 0.1300001E-01, 0.1300001E-01, 0.1300001E-01, 0.1300001E-01
1100,1.098,1.098,1.098,1.098,1.098,1.098,1.098,1.098,1.098,1.098,1.098,1.098
1101,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174
1102,0.9599999,0.9599999,0.9599999,0.9599999,0.9599999,0.9599999,0.9599999,0.9599999,0.9599999,0.9599999,0.9599999,0.9599999
1103,0.548,0.548,0.548,0.548,0.548,0.548,0.548,0.548,0.548,0.548,0.548,0.548
1104,-1.336,-1.336,-1.336,-1.336,-1.336,-1.336,-1.336,-1.336,-1.336,-1.336,-1.336,-1.336
1105,-0.962,-0.962,-0.962,-0.962,-0.962,-0.962,-0.962,-0.962,-0.962,-0.962,-0.962,-0.962
1106,-0.133,-0.133,-0.133,-0.133,-0.133,-0.133,-0.133,-0.133,-0.133,-0.133,-0.133,-0.133
1107,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582
1108,-0.325,-0.325,-0.325,-0.325,-0.325,-0.325,-0.325,-0.325,-0.325,-0.325,-0.325,-0.325
1109,-1.881,-1.881,-1.881,-1.881,-1.881,-1.881,-1.881,-1.881,-1.881,-1.881,-1.881,-1.881
1110,-1.377,-1.377,-1.377,-1.377,-1.377,-1.377,-1.377,-1.377,-1.377,-1.377,-1.377,-1.377
1111,-0.345,-0.345,-0.345,-0.345,-0.345,-0.345,-0.345,-0.345,-0.345,-0.345,-0.345,-0.345
1112,-1.687,-1.687,-1.687,-1.687,-1.687,-1.687,-1.687,-1.687,-1.687,-1.687,-1.687,-1.687
1113,-0.934,-0.934,-0.934,-0.934,-0.934,-0.934,-0.934,-0.934,-0.934,-0.934,-0.934,-0.934
1114,1.892,1.892,1.892,1.892,1.892,1.892,1.892,1.892,1.892,1.892,1.892,1.892
1115,-0.9900001E-01,-0.9900001E-01,-0.9900001E-01,-0.9900001E-01,-0.9900001E-01,-0.9900001E-01,-0.9900001E-01,-0.9900001E-01,-0.9900001E-01,-0.9900001E-01,-0.9900001E-01,-0.9900001E-01
1116,-0.208,-0.208,-0.208,-0.208,-0.208,-0.208,-0.208,-0.208,-0.208,-0.208,-0.208,-0.208
1117,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998
1118,1.605,1.605,1.605,1.605,1.605,1.605,1.605,1.605,1.605,1.605,1.605,1.605
1119,1.555,1.555,1.555,1.555,1.555,1.555,1.555,1.555,1.555,1.555,1.555,1.555
1120,1.477,1.477,1.477,1.477,1.477,1.477,1.477,1.477,1.477,1.477,1.477,1.477
1121,2.809,2.809,2.809,2.809,2.809,2.809,2.809,2.809,2.809,2.809,2.809,2.809
1122,2.367,2.367,2.367,2.367,2.367,2.367,2.367,2.367,2.367,2.367,2.367,2.367
1123,-1.988,-1.988,-1.988,-1.988,-1.988,-1.988,-1.988,-1.988,-1.988,-1.988,-1.988,-1.988
1124,-1.293,-1.293,-1.293,-1.293,-1.293,-1.293,-1.293,-1.293,-1.293,-1.293,-1.293,-1.293
1125,-1.527,-1.527,-1.527,-1.527,-1.527,-1.527,-1.527,-1.527,-1.527,-1.527,-1.527,-1.527
1126,-3.092,-3.092,-3.092,-3.092,-3.092,-3.092,-3.092,-3.092,-3.092,-3.092,-3.092,-3.092
1127,-0.463,-0.463,-0.463,-0.463,-0.463,-0.463,-0.463,-0.463,-0.463,-0.463,-0.463,-0.463
1128,-0.8200001,-0.8200001,-0.8200001,-0.8200001,-0.8200001,-0.8200001,-0.8200001,-0.8200001,-0.8200001,-0.8200001,-0.8200001,-0.8200001
1129,-2.621,-2.621,-2.621,-2.621,-2.621,-2.621,-2.621,-2.621,-2.621,-2.621,-2.621,-2.621
1130,-2.226,-2.226,-2.226,-2.226,-2.226,-2.226,-2.226,-2.226,-2.226,-2.226,-2.226,-2.226
1131,-0.748,-0.748,-0.748,-0.748,-0.748,-0.748,-0.748,-0.748,-0.748,-0.748,-0.748,-0.748
1132,0.3100001,0.3100001,0.3100001,0.3100001,0.3100001,0.3100001,0.3100001,0.3100001,0.3100001,0.3100001,0.3100001,0.3100001
1133,1.479,1.479,1.479,1.479,1.479,1.479,1.479,1.479,1.479,1.479,1.479,1.479
1134,-1.436,-1.436,-1.436,-1.436,-1.436,-1.436,-1.436,-1.436,-1.436,-1.436,-1.436,-1.436
1135,-2.66,-2.66,-2.66,-2.66,-2.66,-2.66,-2.66,-2.66,-2.66,-2.66,-2.66,-2.66
1136,-2.467,-2.467,-2.467,-2.467,-2.467,-2.467,-2.467,-2.467,-2.467,-2.467,-2.467,-2.467
1137,1.428,1.428,1.428,1.428,1.428,1.428,1.428,1.428,1.428,1.428,1.428,1.428
1138,0.192,0.192,0.192,0.192,0.192,0.192,0.192,0.192,0.192,0.192,0.192,0.192
1139,0.342,0.342,0.342,0.342,0.342,0.342,0.342,0.342,0.342,0.342,0.342,0.342
1140,1.683,1.683,1.683,1.683,1.683,1.683,1.683,1.683,1.683,1.683,1.683,1.683
1141,-0.8599997E-01,-0.8599997E-01,-0.8599997E-01,-0.8599997E-01,-0.8599997E-01,-0.8599997E-01,-0.8599997E-01,-0.8599997E-01,-0.8599997E-01,-0.8599997E-01,-0.8599997E-01,-0.8599997E-01
1142,-2.095,-2.095,-2.095,-2.095,-2.095,-2.095,-2.095,-2.095,-2.095,-2.095,-2.095,-2.095
1143,-1.498,-1.498,-1.498,-1.498,-1.498,-1.498,-1.498,-1.498,-1.498,-1.498,-1.498,-1.498
1144,-2.099,-2.099,-2.099,-2.099,-2.099,-2.099,-2.099,-2.099,-2.099,-2.099,-2.099,-2.099
1145,-1.489,-1.489,-1.489,-1.489,-1.489,-1.489,-1.489,-1.489,-1.489,-1.489,-1.489,-1.489
1146,-0.686,-0.686,-0.686,-0.686,-0.686,-0.686,-0.686,-0.686,-0.686,-0.686,-0.686,-0.686
1147,-1.591,-1.591,-1.591,-1.591,-1.591,-1.591,-1.591,-1.591,-1.591,-1.591,-1.591,-1.591
1148,-1.945,-1.945,-1.945,-1.945,-1.945,-1.945,-1.945,-1.945,-1.945,-1.945,-1.945,-1.945
1149,-1.225,-1.225,-1.225,-1.225,-1.225,-1.225,-1.225,-1.225,-1.225,-1.225,-1.225,-1.225
1150,-0.372,-0.372,-0.372,-0.372,-0.372,-0.372,-0.372,-0.372,-0.372,-0.372,-0.372,-0.372
1151,-1.712,-1.712,-1.712,-1.712,-1.712,-1.712,-1.712,-1.712,-1.712,-1.712,-1.712,-1.712
1152,-0.9599999E-01,-0.9599999E-01,-0.9599999E-01,-0.9599999E-01,-0.9599999E-01,-0.9599999E-01,-0.9599999E-01,-0.9599999E-01,-0.9599999E-01,-0.9599999E-01,-0.9599999E-01,-0.9599999E-01
1153,-2.058,-2.058,-2.058,-2.058,-2.058,-2.058,-2.058,-2.058,-2.058,-2.058,-2.058,-2.058
1154,-1.27,-1.27,-1.27,-1.27,-1.27,-1.27,-1.27,-1.27,-1.27,-1.27,-1.27,-1.27
1155,-1.143,-1.143,-1.143,-1.143,-1.143,-1.143,-1.143,-1.143,-1.143,-1.143,-1.143,-1.143
1156,-0.263,-0.263,-0.263,-0.263,-0.263,-0.263,-0.263,-0.263,-0.263,-0.263,-0.263,-0.263
1157,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328
1158,0.6440001,0.6440001,0.6440001,0.6440001,0.6440001,0.6440001,0.6440001,0.6440001,0.6440001,0.6440001,0.6440001,0.6440001
1159,-1.903,-1.903,-1.903,-1.903,-1.903,-1.903,-1.903,-1.903,-1.903,-1.903,-1.903,-1.903
1160,-0.354,-0.354,-0.354,-0.354,-0.354,-0.354,-0.354,-0.354,-0.354,-0.354,-0.354,-0.354
1161,-0.328,-0.328,-0.328,-0.328,-0.328,-0.328,-0.328,-0.328,-0.328,-0.328,-0.328,-0.328
1162,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61
1163,-0.568,-0.568,-0.568,-0.568,-0.568,-0.568,-0.568,-0.568,-0.568,-0.568,-0.568,-0.568
1164,-1.871,-1.871,-1.871,-1.871,-1.871,-1.871,-1.871,-1.871,-1.871,-1.871,-1.871,-1.871
1165,-2.918,-2.918,-2.918,-2.918,-2.918,-2.918,-2.918,-2.918,-2.918,-2.918,-2.918,-2.918
1166,-0.335,-0.335,-0.335,-0.335,-0.335,-0.335,-0.335,-0.335,-0.335,-0.335,-0.335,-0.335
1167,-0.7099998E-01,-0.7099998E-01,-0.7099998E-01,-0.7099998E-01,-0.7099998E-01,-0.7099998E-01,-0.7099998E-01,-0.7099998E-01,-0.7099998E-01,-0.7099998E-01,-0.7099998E-01,-0.7099998E-01
1168,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26
1169,0.3000001,0.3000001,0.3000001,0.3000001,0.3000001,0.3000001,0.3000001,0.3000001,0.3000001,0.3000001,0.3000001,0.3000001
1170,-0.631,-0.631,-0.631,-0.631,-0.631,-0.631,-0.631,-0.631,-0.631,-0.631,-0.631,-0.631
1171, 0.5599999E-01, 0.5599999E-01, 0.5599999E-01, 0.5599999E-01, 0.5599999E-01, 0.5599999E-01, 0.5599999E-01, 0.5599999E-01, 0.5599999E-01, 0.5599999E-01, 0.5599999E-01, 0.5599999E-01
1172,-0.339,-0.339,-0.339,-0.339,-0.339,-0.339,-0.339,-0.339,-0.339,-0.339,-0.339,-0.339
1173,0.3660001,0.3660001,0.3660001,0.3660001,0.3660001,0.3660001,0.3660001,0.3660001,0.3660001,0.3660001,0.3660001,0.3660001
1174,-0.358,-0.358,-0.358,-0.358,-0.358,-0.358,-0.358,-0.358,-0.358,-0.358,-0.358,-0.358
1175,-0.626,-0.626,-0.626,-0.626,-0.626,-0.626,-0.626,-0.626,-0.626,-0.626,-0.626,-0.626
1176,-1.974,-1.974,-1.974,-1.974,-1.974,-1.974,-1.974,-1.974,-1.974,-1.974,-1.974,-1.974
1177,-0.905,-0.905,-0.905,-0.905,-0.905,-0.905,-0.905,-0.905,-0.905,-0.905,-0.905,-0.905
1178,-1.177,-1.177,-1.177,-1.177,-1.177,-1.177,-1.177,-1.177,-1.177,-1.177,-1.177,-1.177
1179,-2.149,-2.149,-2.149,-2.149,-2.149,-2.149,-2.149,-2.149,-2.149,-2.149,-2.149,-2.149
1180,-1.243,-1.243,-1.243,-1.243,-1.243,-1.243,-1.243,-1.243,-1.243,-1.243,-1.243,-1.243
1181,-2.438,-2.438,-2.438,-2.438,-2.438,-2.438,-2.438,-2.438,-2.438,-2.438,-2.438,-2.438
1182,-0.167,-0.167,-0.167,-0.167,-0.167,-0.167,-0.167,-0.167,-0.167,-0.167,-0.167,-0.167
1183,1.842,1.842,1.842,1.842,1.842,1.842,1.842,1.842,1.842,1.842,1.842,1.842
1184,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42
1185,-0.2999997E-01,-0.2999997E-01,-0.2999997E-01,-0.2999997E-01,-0.2999997E-01,-0.2999997E-01,-0.2999997E-01,-0.2999997E-01,-0.2999997E-01,-0.2999997E-01,-0.2999997E-01,-0.2999997E-01
1186,-0.422,-0.422,-0.422,-0.422,-0.422,-0.422,-0.422,-0.422,-0.422,-0.422,-0.422,-0.422
1187,-1.984,-1.984,-1.984,-1.984,-1.984,-1.984,-1.984,-1.984,-1.984,-1.984,-1.984,-1.984
1188,-0.927,-0.927,-0.927,-0.927,-0.927,-0.927,-0.927,-0.927,-0.927,-0.927,-0.927,-0.927
1189,2.264,2.264,2.264,2.264,2.264,2.264,2.264,2.264,2.264,2.264,2.264,2.264
1190,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835
1191,-1.025,-1.025,-1.025,-1.025,-1.025,-1.025,-1.025,-1.025,-1.025,-1.025,-1.025,-1.025
1192,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
1193,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283
1194,-0.426,-0.426,-0.426,-0.426,-0.426,-0.426,-0.426,-0.426,-0.426,-0.426,-0.426,-0.426
1195,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322
1196,2.266,2.266,2.266,2.266,2.266,2.266,2.266,2.266,2.266,2.266,2.266,2.266
1197,-1.916,-1.916,-1.916,-1.916,-1.916,-1.916,-1.916,-1.916,-1.916,-1.916,-1.916,-1.916
1198,-2.674,-2.674,-2.674,-2.674,-2.674,-2.674,-2.674,-2.674,-2.674,-2.674,-2.674,-2.674
1199,-0.308,-0.308,-0.308,-0.308,-0.308,-0.308,-0.308,-0.308,-0.308,-0.308,-0.308,-0.308
1200,-0.952,-0.952,-0.952,-0.952,-0.952,-0.952,-0.952,-0.952,-0.952,-0.952,-0.952,-0.952
1201,-1.795,-1.795,-1.795,-1.795,-1.795,-1.795,-1.795,-1.795,-1.795,-1.795,-1.795,-1.795
1202,-1.39,-1.39,-1.39,-1.39,-1.39,-1.39,-1.39,-1.39,-1.39,-1.39,-1.39,-1.39
1203,-1.839,-1.839,-1.839,-1.839,-1.839,-1.839,-1.839,-1.839,-1.839,-1.839,-1.839,-1.839
1204,-0.2599996E-01,-0.2599996E-01,-0.2599996E-01,-0.2599996E-01,-0.2599996E-01,-0.2599996E-01,-0.2599996E-01,-0.2599996E-01,-0.2599996E-01,-0.2599996E-01,-0.2599996E-01,-0.2599996E-01
1205,1.249,1.249,1.249,1.249,1.249,1.249,1.249,1.249,1.249,1.249,1.249,1.249
1206,-1.868,-1.868,-1.868,-1.868,-1.868,-1.868,-1.868,-1.868,-1.868,-1.868,-1.868,-1.868
1207,-0.335,-0.335,-0.335,-0.335,-0.335,-0.335,-0.335,-0.335,-0.335,-0.335,-0.335,-0.335
1208,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6
1209,-1.762,-1.762,-1.762,-1.762,-1.762,-1.762,-1.762,-1.762,-1.762,-1.762,-1.762,-1.762
1210,-2.239,-2.239,-2.239,-2.239,-2.239,-2.239,-2.239,-2.239,-2.239,-2.239,-2.239,-2.239
1211,-2.195,-2.195,-2.195,-2.195,-2.195,-2.195,-2.195,-2.195,-2.195,-2.195,-2.195,-2.195
1212,-0.751,-0.751,-0.751,-0.751,-0.751,-0.751,-0.751,-0.751,-0.751,-0.751,-0.751,-0.751
1213,-0.928,-0.928,-0.928,-0.928,-0.928,-0.928,-0.928,-0.928,-0.928,-0.928,-0.928,-0.928
1214,-1.587,-1.587,-1.587,-1.587,-1.587,-1.587,-1.587,-1.587,-1.587,-1.587,-1.587,-1.587
1215,-3.021,-3.021,-3.021,-3.021,-3.021,-3.021,-3.021,-3.021,-3.021,-3.021,-3.021,-3.021
1216,-0.272,-0.272,-0.272,-0.272,-0.272,-0.272,-0.272,-0.272,-0.272,-0.272,-0.272,-0.272
1217,-2.113,-2.113,-2.113,-2.113,-2.113,-2.113,-2.113,-2.113,-2.113,-2.113,-2.113,-2.113
1218,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108
1219,1.207,1.207,1.207,1.207,1.207,1.207,1.207,1.207,1.207,1.207,1.207,1.207
1220,0.155,0.155,0.155,0.155,0.155,0.155,0.155,0.155,0.155,0.155,0.155,0.155
1221,-0.8759999,-0.8759999,-0.8759999,-0.8759999,-0.8759999,-0.8759999,-0.8759999,-0.8759999,-0.8759999,-0.8759999,-0.8759999,-0.8759999
1222,-1.601,-1.601,-1.601,-1.601,-1.601,-1.601,-1.601,-1.601,-1.601,-1.601,-1.601,-1.601
1223,-2.397,-2.397,-2.397,-2.397,-2.397,-2.397,-2.397,-2.397,-2.397,-2.397,-2.397,-2.397
1224,1.395,1.395,1.395,1.395,1.395,1.395,1.395,1.395,1.395,1.395,1.395,1.395
1225,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43
1226,-0.532,-0.532,-0.532,-0.532,-0.532,-0.532,-0.532,-0.532,-0.532,-0.532,-0.532,-0.532
1227,-2.782,-2.782,-2.782,-2.782,-2.782,-2.782,-2.782,-2.782,-2.782,-2.782,-2.782,-2.782
1228,0.756,0.756,0.756,0.756,0.756,0.756,0.756,0.756,0.756,0.756,0.756,0.756
1229,-0.382,-0.382,-0.382,-0.382,-0.382,-0.382,-0.382,-0.382,-0.382,-0.382,-0.382,-0.382
1230,-0.4399997E-01,-0.4399997E-01,-0.4399997E-01,-0.4399997E-01,-0.4399997E-01,-0.4399997E-01,-0.4399997E-01,-0.4399997E-01,-0.4399997E-01,-0.4399997E-01,-0.4399997E-01,-0.4399997E-01
1231,-0.8679999,-0.8679999,-0.8679999,-0.8679999,-0.8679999,-0.8679999,-0.8679999,-0.8679999,-0.8679999,-0.8679999,-0.8679999,-0.8679999
1232,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.905
1233,-0.916,-0.916,-0.916,-0.916,-0.916,-0.916,-0.916,-0.916,-0.916,-0.916,-0.916,-0.916
1234,-1.205,-1.205,-1.205,-1.205,-1.205,-1.205,-1.205,-1.205,-1.205,-1.205,-1.205,-1.205
1235, 0.5000001E-01, 0.5000001E-01, 0.5000001E-01, 0.5000001E-01, 0.5000001E-01, 0.5000001E-01, 0.5000001E-01, 0.5000001E-01, 0.5000001E-01, 0.5000001E-01, 0.5000001E-01, 0.5000001E-01
